appearance_id,raw_name,designation_raw,case_id,hearing_date,appearing_for
2755,N. S. Vashisht,Advocate,10881,2022-04-01,Intervenor
2756,Aravind P Datar,Sr. Adv.,10881,2022-04-01,Intervenor
2757,Gopal Sankarnarayananan,Senior Advocate,10881,2022-04-01,Intervenor
2758,Chief of Army Staff,Advocate ,10881,2022-04-01,Intervenor
2759,K. V. Kharlyngdoh,Advocate ,10881,2022-04-01,Intervenor
2760,R. Anand Padmnanabhan,Advocate-on-Record,10882,2019-12-01,Union of India
2761,Nithin Choudhary,Advocate on Record,10882,2019-12-01,Union of India
2762,Parmesh Bali,Sr.Adv,10882,2019-12-01,Union of India
2763,K. Parmeswaran,Advocate,10883,2025-05-25,Respondent
2764,P. V Yogesgwaran,AOR,10883,2025-05-25,Respondent
2765,R. Anand Padmanabhavan,A.O.R.,10883,2025-05-25,Respondent
2766,Himmat Singh,Senior Advocate,10884,2019-08-16,Respondent
2767,T. G. Shahi,Advocate,10884,2019-08-16,Respondent
2768,Rajan Kumar Chourasia,Advocate-on-Record,10885,2018-07-30,State
2769,Vinayak S. Sharma,Advocate,10885,2018-07-30,State
2770,P. Venkateshan,AoR,10885,2018-07-30,State
2771,Vineet Subramani,Sr. Adv.,10885,2018-07-30,State
2772,Awdesh Chaudhary,AOR,10886,2023-01-02,Union of India
2773,L. Zafeer Ahmed,A.O.R.,10886,2023-01-02,Union of India
2774,Abhinav Matyalwar,AOR,10887,2019-04-27,Respondent
2775,Shivani Singh Varuna,Advocate ,10887,2019-04-27,Respondent
2776,Viraj M. Parekh,A.O.R.,10887,2019-04-27,Respondent
2777,Prashanshika Thakur,AOR,10888,2018-01-15,Intervenor
2778,Om Sudhir Vidyarhi,Advocate ,10888,2018-01-15,Intervenor
2779,Polanki Gowhtam,A.O.R.,10888,2018-01-15,Intervenor
2780,Sughosh Subranmayam,advocate,10888,2018-01-15,Intervenor
2781,Daniya Nayyar,Sr. Advocate,10888,2018-01-15,Intervenor
2782,Vishal Khanna,Advocate ,10888,2018-01-15,Intervenor
2783,Parveen Sharma,AoR,10889,2018-02-20,State
2784,Amarkant Patel,Advocate,10889,2018-02-20,State
2785,Alapati Sahitya Krishna,AoR,10889,2018-02-20,State
2786,Himmat Singh,Senior Adv.,10889,2018-02-20,State
2787,V. Chidambaresh,Advocate,10890,2023-08-05,Intervenor
2788,Anoop K. Rattan,advocate,10890,2023-08-05,Intervenor
2789,Prateek K Chaddha,AOR,10890,2023-08-05,Intervenor
2790,T. S. Ahuja,Adv.,10891,2024-10-26,State
2791,Pushkar Sharma,AoR,10891,2024-10-26,State
2792,Mukul Rohatgi,Sr. Advocate,10891,2024-10-26,State
2793,Rajan Kumar Chourasiya,Advocate on Record,10891,2024-10-26,State
2794,P. Venkateshan,Advocate-on-Record,10892,2024-08-08,Applicant
2795,Mrs. Priya Sharma,Sr. Advocate,10892,2024-08-08,Applicant
2796,Abhinav Matyalwar,Advocate-on-Record,10893,2022-08-07,State
2797,N Venkataraman,Advocate-on-Record,10893,2022-08-07,State
2798,Mitlesh Kumar J Sha,A.O.R.,10893,2022-08-07,State
2799,Ajith Williyam S,A.O.R.,10894,2024-09-24,Petitioner
2800,Rohit V. Choudhary,Advocate on Record,10895,2024-02-20,Union of India
2801,Garima Prashad,AOR,10895,2024-02-20,Union of India
2802,Mohammad Shahrukh Ali,A.O.R.,10896,2024-04-02,Respondent
2803,Shishir Ku. Saxena,Advocate-on-Record,10896,2024-04-02,Respondent
2804,Shailja Kulshreshtha,A.O.R.,10896,2024-04-02,Respondent
2805,Awadesh Chaubey,Advocate on Record,10897,2019-08-31,Petitioner
2806,Swati Ghildiyal,Advocate-on-Record,10898,2018-05-31,Respondent
2807,Krishna Murthy,Advocate-on-Record,10898,2018-05-31,Respondent
2808,K. Parmeswaran,advocate,10898,2018-05-31,Respondent
2809,Garima Prashad,Advocate on Record,10898,2018-05-31,Respondent
2810,V. N. Subramaniam,Sr.Adv,10899,2025-06-25,Intervenor
2811,Polanki Gowtham,A.O.R.,10899,2025-06-25,Intervenor
2812,Gopal Shankanarayanan,Sr. Adv.,10899,2025-06-25,Intervenor
2813,Lipi Garg,Advocate-on-Record,10899,2025-06-25,Intervenor
2814,Siddharth S. Chapalgoankar,Advocate-on-Record,10899,2025-06-25,Intervenor
2815,Arup Ratan Dutta Chaudhury,A.O.R.,10900,2021-05-07,Union of India
2816,Vinay Kumar Aherodiya,Advocate,10900,2021-05-07,Union of India
2817,Sughosh Suramanyam,Advocate ,10900,2021-05-07,Union of India
2818,Abhishek Panday,Senior Advocate,10900,2021-05-07,Union of India
2819,Mukul Rohatgi,Senior Adv.,10901,2018-07-20,Petitioner
2820,V. Chidambaresh,advocate,10901,2018-07-20,Petitioner
2821,P. Viswanatha Shetty,Sr. Adv.,10901,2018-07-20,Petitioner
2822,Mukul Rohatgi,Sr. Adv.,10901,2018-07-20,Petitioner
2823,Shaik Mohmammad Haneef,Sr. Adv.,10901,2018-07-20,Petitioner
2824,Himmat Singh,Sr.Adv,10902,2020-01-01,Respondent
2825,Vinay Kumar Aherodiya,Adv.,10902,2020-01-01,Respondent
2826,Satyavrat,Advocate on Record,10902,2020-01-01,Respondent
2827,Siddharth Mudgal,Advocate-on-Record,10903,2024-11-08,Applicant
2828,Deepak Nargolkar,AoR,10903,2024-11-08,Applicant
2829,Aarav Bhatia,Senior Advocate,10903,2024-11-08,Applicant
2830,Abhieshek Kumar Pandey,Senior Advocate,10903,2024-11-08,Applicant
2831,M. Sathyanarayanan,AOR,10904,2024-09-02,Intervenor
2832,Abhinav Kumar Srivastava,Advocate ,10904,2024-09-02,Intervenor
2833,J. Vasanth,A.O.R.,10904,2024-09-02,Intervenor
2834,Abhishek Kr. Pandey,Senior Adv.,10904,2024-09-02,Intervenor
2835,Abhishek Kumar Paney,Sr.Adv,10905,2019-12-28,State
2836,Sureshan Kumar,advocate,10905,2019-12-28,State
2837,Arvind Datar,Senior Adv.,10905,2019-12-28,State
2838,Muthu Ganesh Pandiyan,A.O.R.,10905,2019-12-28,State
2839,P. Vishwanatha Setty,Sr. Adv.,10906,2022-01-15,Petitioner
2840,Karanbir Nalwa,Adv.,10906,2022-01-15,Petitioner
2841,M. Srikanth Varma,Advocate ,10906,2022-01-15,Petitioner
2842,Mukul Rohatagi,Senior Advocate,10906,2022-01-15,Petitioner
2843,Gopal Jaiswal,Advocate-on-Record,10907,2021-05-10,Union of India
2844,K. Parmeswaran,Advocate,10908,2022-04-02,Petitioner
2845,Mukul Rohatgi,Sr. Advocate,10908,2022-04-02,Petitioner
2846,Rakesh Agarwala,A.O.R.,10908,2022-04-02,Petitioner
2847,M. u. Mahmud,Advocate-on-Record,10909,2024-03-04,Petitioner
2848,Krishna Murthi,Advocate-on-Record,10909,2024-03-04,Petitioner
2849,Aarav Bhatiya,Sr.Adv,10909,2024-03-04,Petitioner
2850,M. Satyanarayana,AOR,10909,2024-03-04,Petitioner
2851,Kapil Sibal,Sr. Adv.,10910,2019-07-06,Petitioner
2852,Sreekumar Chellur,Advocate ,10910,2019-07-06,Petitioner
2853,Ajith Wiliiyam S.,AOR,10911,2021-01-29,Union of India
2854,Romesh Pratap Singh,Advocate on Record,10911,2021-01-29,Union of India
2855,A. Sirajudeen,AOR,10911,2021-01-29,Union of India
2856,Naman Varma,Senior Advocate,10911,2021-01-29,Union of India
2857,Amit Soni,A.O.R.,10912,2023-11-19,Respondent
2858,Roshni Shrivastava,Adv.,10912,2023-11-19,Respondent
2859,Bholle Taguru Dhaneendra,Advocate-on-Record,10912,2023-11-19,Respondent
2860,P. Vishwanatha Setty,Senior Advocate,10913,2024-11-11,Petitioner
2861,Kapil Sibhal,Senior Adv.,10913,2024-11-11,Petitioner
2862,Prateek K Chaddha,Advocate-on-Record,10913,2024-11-11,Petitioner
2863,Amol Vasant Konkane,advocate,10913,2024-11-11,Petitioner
2864,Mukhul Rohatgi,Sr.Adv,10914,2025-01-20,Intervenor
2865,Sumedha Halder,Advocate,10914,2025-01-20,Intervenor
2866,Vishal Khanna,Adv.,10915,2023-06-05,Applicant
2867,Gursimran,Advocate-on-Record,10915,2023-06-05,Applicant
2868,P. Vishwanatha Sheety,Senior Adv.,10915,2023-06-05,Applicant
2869,M. Venkateshulu,Advocate on Record,10915,2023-06-05,Applicant
2870,Deepak Nargoklar,Advocate-on-Record,10915,2023-06-05,Applicant
2871,Natasah Dalmia,Advocate on Record,10915,2023-06-05,Applicant
2872,Shailja Kulshreshtha,A.O.R.,10916,2025-12-05,Union of India
2873,R. Vikram Choudhary,AOR,10916,2025-12-05,Union of India
2874,Sureshan Kumar,Advocate,10916,2025-12-05,Union of India
2875,Zaid Raza,Advocate,10916,2025-12-05,Union of India
2876,V. Chittambaresh,Adv.,10917,2021-07-20,Union of India
2877,Devendra Upadhyaya,Sr. Adv.,10917,2021-07-20,Union of India
2878,Muthu Ganesh Pandian,Advocate on Record,10917,2021-07-20,Union of India
2879,N. Venkatraman,AoR,10918,2024-12-27,Union of India
2880,M Venateshulu,AOR,10918,2024-12-27,Union of India
2881,Abhinav K. Mutyalwar,AOR,10918,2024-12-27,Union of India
2882,Rakesh Agarwala,AoR,10919,2024-11-21,Intervenor
2883,Rajeev Joshi,advocate,10919,2024-11-21,Intervenor
2884,V. Chithembaresh,Advocate,10919,2024-11-21,Intervenor
2885,M Sathyanaryanan,A.O.R.,10919,2024-11-21,Intervenor
2886,K. V. Kharlyngdoh,Advocate,10919,2024-11-21,Intervenor
2887,K. V. Kharlyngdoh,Advocate,10920,2025-02-01,State
2888,R. Anand Padmanabhan,A.O.R.,10920,2025-02-01,State
2889,M. Chandrakanth Reddy,Advocate,10920,2025-02-01,State
2890,V. Khanna,advocate,10921,2020-01-07,Intervenor
2891,Kapil Sibhal,Sr. Advocate,10921,2020-01-07,Intervenor
2892,Rakesh Aggarwal,advocate,10921,2020-01-07,Intervenor
2893,Rohit Khare,Advocate,10922,2021-04-04,Respondent
2894,Sughosgh Subramaniyam,Advocate,10922,2021-04-04,Respondent
2895,Rajan Kumar Chourasia,A.O.R.,10923,2018-04-09,State
2896,S. Prabakaran,Adv.,10924,2019-04-29,Applicant
2897,Yeshwanth,A.O.R.,10924,2019-04-29,Applicant
2898,Adhiraj Shitole,Senior Adv.,10924,2019-04-29,Applicant
2899,Shishir Ku. Saxena,A.O.R.,10925,2024-11-25,State
2900,Sanjana Mehorotra,advocate,10925,2024-11-25,State
2901,Bholle Taguru Phannendra,A.O.R.,10925,2024-11-25,State
2902,Vishal Khana,Advocate,10925,2024-11-25,State
2903,Kynpham V. Khalyngdoh,Advocate ,10926,2021-09-29,Union of India
2904,Siddharth Dave,Advocate,10926,2021-09-29,Union of India
2905,Malay Patel,Advocate on Record,10926,2021-09-29,Union of India
2906,A. P. Dave,advocate,10927,2025-02-24,Respondent
2907,Karan Kehar,Advocate-on-Record,10927,2025-02-24,Respondent
2908,Abhinav K. Mutyalwar,AOR,10927,2025-02-24,Respondent
2909,Bholle Taguru Pharendra,AoR,10928,2020-04-04,Applicant
2910,Rahul Khuswaha,Advocate ,10929,2018-10-05,Union of India
2911,Abhinav Matyalwar,Advocate-on-Record,10929,2018-10-05,Union of India
2912,Muthu Ganesh Pandian,Advocate on Record,10930,2024-03-02,Union of India
2913,Yanitha M. S.,Advocate on Record,10930,2024-03-02,Union of India
2914,Shubham Gupta,A.O.R.,10931,2019-04-12,Applicant
2915,Rohit Vikram Choudhary,Advocate on Record,10931,2019-04-12,Applicant
2916,Praveen Kumar Shharma,Advocate on Record,10931,2019-04-12,Applicant
2917,Siddharth S. Chapalgoankar,Advocate-on-Record,10931,2019-04-12,Applicant
2918,Viraj Mahavir Panakh,Advocate-on-Record,10932,2022-06-11,Applicant
2919,K. V. Kharlyngdoh,advocate,10932,2022-06-11,Applicant
2920,Amarkant Patel,Adv.,10933,2018-04-30,Respondent
2921,M. Satyanarayanan,A.O.R.,10933,2018-04-30,Respondent
2922,Prateek Chada,Advocate-on-Record,10933,2018-04-30,Respondent
2923,Viraj Parakh,A.O.R.,10934,2021-10-16,Applicant
2924,P. Vishwanatha Sheety,Sr. Adv.,10934,2021-10-16,Applicant
2925,Kaveeta Walia,Advocate,10935,2023-04-28,Petitioner
2926,R. V. Choudhary,Advocate on Record,10935,2023-04-28,Petitioner
2927,Akshay Amkritanshu,Advocate-on-Record,10935,2023-04-28,Petitioner
2928,Shishir Ku. Saxena,AoR,10936,2023-05-27,Respondent
2929,Akshay Amritanshu,A.O.R.,10936,2023-05-27,Respondent
2930,Abhinav Srivastav,advocate,10936,2023-05-27,Respondent
2931,HGS Parihar,advocate,10937,2024-01-09,Union of India
2932,K. V. Kharlyngdoh,Advocate ,10937,2024-01-09,Union of India
2933,Jandyala Ravi Shankar,Advocate on Record,10937,2024-01-09,Union of India
2934,Dharmavaram Shyam Sunder,Adv.,10938,2022-08-23,Applicant
2935,Aarav Bhatia,Advocate-on-Record,10938,2022-08-23,Applicant
2936,Vaibhav Y. Kulkarni,advocate,10938,2022-08-23,Applicant
2937,Nandini Acharya,Advocate on Record,10939,2023-11-05,Union of India
2938,V. Chithembaresh,Advocate ,10940,2025-08-09,Union of India
2939,Mohd. Shahrukh Ali,AoR,10940,2025-08-09,Union of India
2940,Siddhartha Dave,Adv.,10940,2025-08-09,Union of India
2941,Gopal Sankaranayayanan,Senior Adv.,10941,2018-03-18,Respondent
2942,Farheen A. Penwale,Advocate ,10941,2018-03-18,Respondent
2943,Bholle Taguru Pharnendra,AOR,10941,2018-03-18,Respondent
2944,Subodh Subramaniyam,Advocate on Record,10942,2021-09-20,Union of India
2945,Sameer Singh Kachwaha,Advocate on Record,10942,2021-09-20,Union of India
2946,Aarav Bhatiya,advocate,10942,2021-09-20,Union of India
2947,V. Subramanian,Senior Adv.,10943,2019-09-04,Union of India
2948,M. Balamurugan,A.O.R.,10944,2021-10-21,State
2949,Om Sudhir Vidyarthi,Adv.,10944,2021-10-21,State
2950,A. Bhatia,Adv.,10944,2021-10-21,State
2951,P. Vishwanatha Sheety,Sr. Advocate,10944,2021-10-21,State
2952,Rakesh Agarwal,Advocate on Record,10945,2019-11-11,Intervenor
2953,Soni Bhardwaj,advocate,10945,2019-11-11,Intervenor
2954,R. Anand Padmanadhan,Advocate on Record,10945,2019-11-11,Intervenor
2955,Viraj Mahavir Parakh,Advocate-on-Record,10946,2020-02-07,Intervenor
2956,Garima Prasha,AOR,10946,2020-02-07,Intervenor
2957,Sudhanshu Ghai,Advocate on Record,10946,2020-02-07,Intervenor
2958,Pushkar Sharma,AOR,10947,2021-06-16,Applicant
2959,Gaurav Beniwal,Advocate,10947,2021-06-16,Applicant
2960,Kynphamlin V Kharlyngdoh,Adv.,10948,2025-12-17,Petitioner
2961,Deepak Nargokar,Advocate-on-Record,10948,2025-12-17,Petitioner
2962,Vinay Kumar Ahrodia,Adv.,10948,2025-12-17,Petitioner
2963,Kynpham V. Karlyngdoh,Advocate,10948,2025-12-17,Petitioner
2964,Sughosh Subramanayam,Advocate,10948,2025-12-17,Petitioner
2965,Sabir Kacchi,Sr.Adv,10949,2018-12-22,State
2966,Prateek Chandra,A.O.R.,10949,2018-12-22,State
2967,Garima Prashad A.,AOR,10950,2022-03-03,State
2968,K. Parmeswaran,Adv.,10950,2022-03-03,State
2969,Arvind P. Datar,Senior Advocate,10950,2022-03-03,State
2970,Pradyuman Kaistha,Advocate-on-Record,10950,2022-03-03,State
2971,Sabbir Kacchi,Sr. Advocate,10950,2022-03-03,State
2972,Muthu Ganesa Pandian. K,Advocate-on-Record,10951,2021-05-24,Respondent
2973,Abhinav K. Mutyalwar,AoR,10951,2021-05-24,Respondent
2974,Amit Soni,AOR,10951,2021-05-24,Respondent
2975,Alapati Sathithya Krishna,Advocate on Record,10951,2021-05-24,Respondent
2976,Abhinav Shrivastava,advocate,10952,2019-12-18,Petitioner
2977,Sanjeev Kumar,AoR,10952,2019-12-18,Petitioner
2978,Yghandha Pawa Jha,Senior Advocate,10952,2019-12-18,Petitioner
2979,Kapil Sibal,Senior Adv.,10953,2018-06-03,Respondent
2980,Devesh Pripathi,Adv.,10953,2018-06-03,Respondent
2981,Abhinav Muktyalwar,AoR,10953,2018-06-03,Respondent
2982,Rohit Vikram Choudhary,Advocate-on-Record,10954,2022-12-23,Intervenor
2983,Garima Prashad A.,A.O.R.,10954,2022-12-23,Intervenor
2984,Chivan Singhal,AOR,10954,2022-12-23,Intervenor
2985,Adesh Chaudhary,AoR,10954,2022-12-23,Intervenor
2986,N V Venkataraman,AoR,10954,2022-12-23,Intervenor
2987,Mukul Rohatgi,Sr. Adv.,10955,2023-05-31,Intervenor
2988,Aditya Parmar,A.O.R.,10956,2021-10-25,State
2989,Alapati Sahithya Krishna,AoR,10956,2021-10-25,State
2990,V. Chittambaresh,Adv.,10957,2023-11-15,Union of India
2991,Aarav Bhatia,Advocate on Record,10957,2023-11-15,Union of India
2992,Swati Ghirdiyal,AOR,10957,2023-11-15,Union of India
2993,Bholle Taguru Phamendra,Advocate-on-Record,10957,2023-11-15,Union of India
2994,V Chithamaresh,advocate,10958,2019-08-10,Petitioner
2995,S. Prabhakaran,Adv.,10958,2019-08-10,Petitioner
2996,Abhinav Kumar Srivastava,Adv.,10958,2019-08-10,Petitioner
2997,A. P. Dave,Advocate ,10958,2019-08-10,Petitioner
2998,Dave,Senior Advocate,10959,2023-10-16,Applicant
2999,Muhammad Farman Ashraf,Advocate,10959,2023-10-16,Applicant
3000,Adhiraj Shitole,Sr. Adv.,10959,2023-10-16,Applicant
3001,Nitin Jangra,A.O.R.,10959,2023-10-16,Applicant
3002,Abdesh Kumar Choudhary,A.O.R.,10960,2020-04-20,Applicant
3003,P. Venkatesen,Advocate-on-Record,10960,2020-04-20,Applicant
3004,Akshway Amritanshu,AOR,10960,2020-04-20,Applicant
3005,S. Prabhakar,advocate,10960,2020-04-20,Applicant
3006,K. Parmeswaran,advocate,10960,2020-04-20,Applicant
3007,Shankar Swaminathan,A.O.R.,10960,2020-04-20,Applicant
3008,Yogyata Jhunjhunwala,A.O.R.,10961,2022-05-07,Applicant
3009,Om Sudhir Vidhyarthi,Advocate ,10962,2019-04-20,Petitioner
3010,Rupali Samuels,Advocate ,10962,2019-04-20,Petitioner
3011,Sethu Prabhakaran,Adv.,10962,2019-04-20,Petitioner
3012,Anshika Verma,AoR,10962,2019-04-20,Petitioner
3013,N. Venkatraman,AoR,10962,2019-04-20,Petitioner
3014,Bholle Taguru Pharendra,AoR,10963,2018-06-30,Applicant
3015,Prateek K Chadha,A.O.R.,10963,2018-06-30,Applicant
3016,V. Chithambaresh,Advocate ,10964,2018-12-23,Union of India
3017,Ajith Williyam S,Advocate on Record,10964,2018-12-23,Union of India
3018,Siddharth R. Dave,advocate,10964,2018-12-23,Union of India
3019,Malay Patel,AoR,10964,2018-12-23,Union of India
3020,Arvind P. Dattar,Sr. Adv.,10965,2018-07-08,Petitioner
3021,Abhishek Kumar Pandey,Senior Advocate,10965,2018-07-08,Petitioner
3022,Himmat Singh,Sr. Adv.,10965,2018-07-08,Petitioner
3023,V. N. Raghupathy,Sr.Adv,10966,2025-05-23,Applicant
3024,Arvind P. Data,Sr. Adv.,10966,2025-05-23,Applicant
3025,Rushabh S. Vidyarthi,Advocate ,10966,2025-05-23,Applicant
3026,Vijayesh Atre,AoR,10967,2024-06-23,Union of India
3027,Rakesh Agarwala,A.O.R.,10967,2024-06-23,Union of India
3028,Swati Ghirdiayl,AOR,10968,2020-05-09,Union of India
3029,Praneet Day,Adv.,10968,2020-05-09,Union of India
3030,Rakesh Aggarwal,advocate,10968,2020-05-09,Union of India
3031,V. Chittambaresh,Advocate ,10969,2021-03-19,Union of India
3032,Prateek K Chadha,AoR,10969,2021-03-19,Union of India
3033,Anupama D.,Advocate-on-Record,10970,2022-12-12,Applicant
3034,Mukul Rohagi,Sr. Adv.,10970,2022-12-12,Applicant
3035,Bholle Taguru Pharendra,AOR,10970,2022-12-12,Applicant
3036,V Chithamaresh,Advocate,10971,2019-09-04,Respondent
3037,Parthiv Goswami,AOR,10971,2019-09-04,Respondent
3038,Alapati Sahitya Krishna,AoR,10972,2018-03-04,Intervenor
3039,Atmaram N. S. Nadhkarni,Advocate,10972,2018-03-04,Intervenor
3040,Deepak M. Nargolkar,Advocate-on-Record,10973,2019-02-24,Respondent
3041,Gagan Tiwari,AOR,10973,2019-02-24,Respondent
3042,Ajiteshwar Singh,Senior Advocate,10973,2019-02-24,Respondent
3043,Sabbir Kacchi,Senior Advocate,10974,2024-02-29,Union of India
3044,Kapil Sibbal,Sr. Adv.,10974,2024-02-29,Union of India
3045,Prateek K Chaddha,A.O.R.,10974,2024-02-29,Union of India
3046,Arivanhagan A. C.,Advocate,10975,2025-11-25,Union of India
3047,Vishal Khana,Advocate,10975,2025-11-25,Union of India
3048,Aarav Bhatia,Adv.,10976,2019-12-03,Petitioner
3049,Edala Nooka Naidu,Advocate on Record,10976,2019-12-03,Petitioner
3050,Prateek K Chaddha,AoR,10976,2019-12-03,Petitioner
3051,P. Vishwanatha Setty,Sr. Adv.,10977,2021-10-19,Intervenor
3052,K. Parmeswaran,advocate,10977,2021-10-19,Intervenor
3053,Jayanat Mehta,advocate,10978,2019-06-17,Petitioner
3054,Aditya Bhanu Meekhra,Sr. Advocate,10978,2019-06-17,Petitioner
3055,Arivanhagan A. C.,Advocate,10978,2019-06-17,Petitioner
3056,Abdesh Chaudhary,AOR,10979,2025-07-29,Petitioner
3057,Aarav Bhatiya,Senior Adv.,10979,2025-07-29,Petitioner
3058,Diva Saigal,Senior Adv.,10979,2025-07-29,Petitioner
3059,Archana Pathak Dave,Advocate ,10980,2018-08-09,Petitioner
3060,Arvind Dattar,Sr. Adv.,10980,2018-08-09,Petitioner
3061,M. Chandankanth Reddy,Advocate,10981,2020-01-04,Applicant
3062,Arvind P. Dattar,Sr.Adv,10981,2020-01-04,Applicant
3063,Askhay Amritanshu,A.O.R.,10981,2020-01-04,Applicant
3064,P Venkateran,Advocate on Record,10982,2024-08-24,Applicant
3065,Mukhul Rohatgi,Sr. Advocate,10982,2024-08-24,Applicant
3066,Akshay K. Panda,Sr. Adv.,10982,2024-08-24,Applicant
3067,Rajan Kumar Chourasia,AoR,10983,2025-11-04,State
3068,Naman Vashistha,Advocate ,10983,2025-11-04,State
3069,Abhishek Panday,Senior Adv.,10983,2025-11-04,State
3070,Mukhul Rohatgi,Senior Adv.,10983,2025-11-04,State
3071,Ehraaz Zafar,Advocate-on-Record,10984,2021-07-03,Union of India
3072,HGS Parihar,Advocate ,10984,2021-07-03,Union of India
3073,L. K. Bhushan,AoR,10984,2021-07-03,Union of India
3074,Rajan Kumar Chourasia,A.O.R.,10985,2025-12-30,Applicant
3075,Yashswini,Advocate-on-Record,10985,2025-12-30,Applicant
3076,Prateek Chaddha,AOR,10985,2025-12-30,Applicant
3077,Siddharth H. Dave,Advocate ,10985,2025-12-30,Applicant
3078,Awdesh Chaudhary,A.O.R.,10986,2018-11-18,State
3079,P. Vishwanatha Setty,Sr. Adv.,10986,2018-11-18,State
3080,Prateek K Chadha,AOR,10986,2018-11-18,State
3081,Abhieshek Kumar Pandey,Sr.Adv,10986,2018-11-18,State
3082,Ajith Williams,AOR,10987,2019-01-16,Applicant
3083,SharavanMadhav K. P,AoR,10987,2019-01-16,Applicant
3084,Sachita Chawla,Adv.,10987,2019-01-16,Applicant
3085,M. Venkateshulu,Advocate-on-Record,10988,2023-02-10,Union of India
3086,Kapil Sibal,Senior Adv.,10988,2023-02-10,Union of India
3087,P. Venkateshan,AoR,10988,2023-02-10,Union of India
3088,Gopal Sankarayanan,Sr. Adv.,10989,2025-12-19,State
3089,Satyendra Kumar Yadav,AOR,10989,2025-12-19,State
3090,Ajith Williyam S,Advocate-on-Record,10989,2025-12-19,State
3091,M. u. Mahmud,A.O.R.,10989,2025-12-19,State
3092,Farheen Penwale,Advocate,10990,2020-07-05,Respondent
3093,Manan Bhindora,Advocate on Record,10990,2020-07-05,Respondent
3094,M. Sathyanarayanan,Advocate-on-Record,10990,2020-07-05,Respondent
3095,M. Vekatesulu,AoR,10991,2024-12-01,Union of India
3096,Viraj Parikh,A.O.R.,10991,2024-12-01,Union of India
3097,Karan Kehar,AOR,10991,2024-12-01,Union of India
3098,Mahesh A. Jadhav,A.O.R.,10991,2024-12-01,Union of India
3099,Abay Anturkar,Advocate,10991,2024-12-01,Union of India
3100,Swati Ghildiyal,Advocate-on-Record,10992,2022-05-25,Respondent
3101,Percy Pardiwalla,Advocate ,10992,2022-05-25,Respondent
3102,Sughosgh Subramaniyam,Advocate ,10992,2022-05-25,Respondent
3103,Deepak Nargokar,A.O.R.,10992,2022-05-25,Respondent
3104,Gopal Shankaranarayan,Sr.Adv,10992,2022-05-25,Respondent
3105,A. S. Krishna,Advocate-on-Record,10993,2025-06-17,Union of India
3106,Arvindh Datar,Senior Adv.,10993,2025-06-17,Union of India
3107,Preeti Reddy,advocate,10993,2025-06-17,Union of India
3108,R. Balasubramiam,Sr.Adv,10993,2025-06-17,Union of India
3109,Kynpham V. Kharlyngdoh,Advocate ,10994,2021-08-23,State
3110,Swati Gildyal,AOR,10994,2021-08-23,State
3111,Yeshwanth,AOR,10994,2021-08-23,State
3112,Vaibhav Yeshwant Kulkarni,Advocate,10994,2021-08-23,State
3113,Saunak Kumar Rajguru,AOR,10995,2018-09-25,State
3114,Arvind P. Datar,Sr. Adv.,10995,2018-09-25,State
3115,Chitvan Singhal,AOR,10995,2018-09-25,State
3116,Aashish Bhagat,Adv.,10996,2023-05-15,State
3117,N Venkaraman,AOR,10996,2023-05-15,State
3118,Ashok Malik,Sr.Adv,10997,2021-03-02,Union of India
3119,Anant Shankar Tripathi,Advocate-on-Record,10997,2021-03-02,Union of India
3120,V. Chittambaresh,advocate,10997,2021-03-02,Union of India
3121,Sureshan Kumar,Advocate,10997,2021-03-02,Union of India
3122,Abhinav Shrivastava,Advocate,10998,2019-06-06,Intervenor
3123,Prateek Krishna Chadha,A.O.R.,10998,2019-06-06,Intervenor
3124,Velencee Kri,Adv.,10998,2019-06-06,Intervenor
3125,Pradeep Teotia,AoR,10999,2019-03-15,Union of India
3126,SharavanMadhav K. P,A.O.R.,10999,2019-03-15,Union of India
3127,K. v. Kharkyngdoh,Adv.,11000,2018-10-18,Union of India
3128,S. Prabakaran,Advocate,11000,2018-10-18,Union of India
3129,Minakshi Pandey,Sr. Advocate,11000,2018-10-18,Union of India
3130,Somvir Singh Deswal,Adv.,11001,2022-06-30,Intervenor
3131,Sheikh Fakhruddin Kalia,advocate,11001,2022-06-30,Intervenor
3132,Sanjay Goel,Advocate-on-Record,11001,2022-06-30,Intervenor
3133,Gopal Sankaranarayanam,Senior Advocate,11002,2024-12-18,Respondent
3134,V. Chittambaresh,Adv.,11002,2024-12-18,Respondent
3135,Naman Vasishta,Advocate,11002,2024-12-18,Respondent
3136,Naman N.,Advocate-on-Record,11003,2023-05-30,State
3137,Aarav Bhatia,AoR,11003,2023-05-30,State
3138,V. Chithembaresh,Advocate,11003,2023-05-30,State
3139,M Sathyanaryanan,Advocate on Record,11004,2020-05-02,Applicant
3140,Sughosh Sunramanyam,Advocate,11005,2022-11-19,Intervenor
3141,Rakesh Aggarwal,Advocate ,11005,2022-11-19,Intervenor
3142,Braham Singh,Advocate-on-Record,11005,2022-11-19,Intervenor
3143,G. S. Rathore,Adv.,11006,2024-02-09,Applicant
3144,Sankranti Pathak,A.O.R.,11006,2024-02-09,Applicant
3145,M. Sathyanarayanan,A.O.R.,11006,2024-02-09,Applicant
3146,Swati Gildyal,AoR,11006,2024-02-09,Applicant
3147,Kapil Sibbal,Sr. Advocate,11007,2025-06-07,Applicant
